MONUMENT_RECORD_NO,LATITUDE,LONGITUDE
5251M,51.455483,-2.5810072
227M,51.454288,-2.603832
1398M,51.460507,-2.5850581
1399M,51.460544,-2.5849435
453M,51.455625,-2.5885362
5244M,51.454126,-2.5827026
5245M,51.454117,-2.582573
5247M,51.452982,-2.5813065
5249M,51.454528,-2.5812685
5250M,51.454725,-2.5814437
2267M,51.481437,-2.528761
2270M,51.441415,-2.5636351
2271M,51.44105,-2.5646809
2012M,51.512654,-2.6961671
2013M,51.500172,-2.699348
1392M,51.447936,-2.6235344
912M,51.457993,-2.5844071
437M,51.455428,-2.5902464
913M,51.462431,-2.5851547
916M,51.457412,-2.5799523
228M,51.451936,-2.5997283
435M,51.456304,-2.5965904
2323M,51.50471,-2.6578796
442M,51.456253,-2.5888897
446M,51.451562,-2.5882393
1501M,51.459074,-2.5999802
2014M,51.464335,-2.5125128
2015M,51.500601,-2.707307
2017M,51.484324,-2.678785
2018M,51.479795,-2.6497737
2321M,51.459899,-2.5509085
2322M,51.445153,-2.5986034
91M,51.453052,-2.5905323
2956M,51.477418,-2.6254484
2339M,51.53942,-2.6826614
2345M,51.468908,-2.5791335
2632M,51.487306,-2.6746958
439M,51.456116,-2.5891758
3095M,51.529798,-2.6734931
397M,51.454742,-2.5942241
377M,51.456094,-2.593594
1651M,51.460687,-2.5921423
1899M,51.443307,-2.5608527
1900M,51.466207,-2.6201126
1901M,51.493803,-2.6165979
1902M,51.491313,-2.6164203
1904M,51.472777,-2.6105264
1906M,51.492398,-2.6153978
1907M,51.497279,-2.5928758
1908M,51.493305,-2.6138544
1909M,51.50819,-2.6044005
1910M,51.493124,-2.61414
1911M,51.492232,-2.6075599
1912M,51.498739,-2.6234354
1913M,51.501799,-2.6229008
3091M,51.453941,-2.6118149
238M,51.457293,-2.5877517
253M,51.457706,-2.5858859
3096M,51.529579,-2.6725529
5455M,51.460746,-2.599959
5456M,51.461015,-2.600236
5457M,51.461199,-2.5993459
39M,51.455311,-2.5902592
400M,51.454777,-2.5945268
403M,51.451515,-2.5958084
1297M,51.456763,-2.5857011
420M,51.454678,-2.5980804
609M,51.454541,-2.5983664
5458M,51.459916,-2.5987678
1394M,51.454187,-2.5936844
1395M,51.451724,-2.5971207
925M,51.448199,-2.5901387
51M,51.451455,-2.6006142
596M,51.460645,-2.5934228
3013M,51.443336,-2.5491983
1539M,51.463999,-2.589738
50M,51.448582,-2.589122
511M,51.45826,-2.5956084
641M,51.453663,-2.585388
818M,51.457955,-2.5953741
1211M,51.449369,-2.5899523
2273M,51.44223,-2.5605229
2274M,51.44311,-2.5644617
2276M,51.456834,-2.6208923
2278M,51.503654,-2.6539167
2279M,51.479674,-2.6505064
2281M,51.433011,-2.5419826
2282M,51.486369,-2.5772809
2501M,51.52421,-2.6584489
2503M,51.497538,-2.705358
2504M,51.464402,-2.6093637
3015M,51.427839,-2.6168312
1264M,51.456799,-2.5767781
406M,51.44857,-2.5967486
408M,51.449516,-2.5964299
526M,51.452588,-2.5899075
463M,51.456941,-2.5861064
3016M,51.442877,-2.5493079
1977M,51.453851,-2.5367606
1978M,51.441862,-2.5984884
517M,51.451619,-2.6018108
1049M,51.460169,-2.5878606
1191M,51.452978,-2.6102622
334M,51.45498,-2.5934356
335M,51.455171,-2.5929488
3010M,51.446509,-2.5455671
3011M,51.447017,-2.5464078
296M,51.452455,-2.5878334
298M,51.453692,-2.588425
299M,51.452294,-2.5875148
1053M,51.459996,-2.6041953
255M,51.462099,-2.6027836
807M,51.454207,-2.5986643
1198M,51.455089,-2.600187
1563M,51.452027,-2.5835106
1396M,51.451698,-2.5970196
1569M,51.457771,-2.5963361
1106M,51.45151,-2.6021836
1924M,51.493639,-2.6187564
817M,51.457811,-2.595473
336M,51.454701,-2.5934032
1450M,51.463251,-2.5900306
1914M,51.477559,-2.6492091
1916M,51.483516,-2.6451174
1917M,51.483939,-2.6336023
1918M,51.493029,-2.615003
1919M,51.493029,-2.615003
1920M,51.508359,-2.6065641
1921M,51.493594,-2.6186837
1922M,51.492819,-2.6034769
1923M,51.470818,-2.6154241
1926M,51.502811,-2.6517291
1927M,51.503914,-2.6792634
1928M,51.420544,-2.5948014
1930M,51.46224,-2.6204762
257M,51.461841,-2.5985915
259M,51.458304,-2.5958249
928M,51.458148,-2.6015801
1361M,51.459154,-2.5803918
1570M,51.457744,-2.5962781
1572M,51.457682,-2.5961622
1224M,51.448837,-2.6077606
3239M,51.443836,-2.5668448
3243M,51.47186,-2.5784942
1236M,51.448622,-2.6094414
611M,51.454646,-2.5936904
1206M,51.451757,-2.5960562
356M,51.455312,-2.5917129
1931M,51.503075,-2.6197486
5508M,51.455399,-2.6029112
5509M,51.452822,-2.6021865
5510M,51.453064,-2.6024199
5512M,51.453074,-2.6022042
5513M,51.45317,-2.6027235
5514M,51.455268,-2.6022906
5515M,51.452634,-2.6019969
3234M,51.51369,-2.672679
3236M,51.514108,-2.6718494
3097M,51.531834,-2.67286
3098M,51.525672,-2.6764305
3099M,51.526589,-2.6764296
470M,51.455246,-2.5924604
530M,51.456963,-2.5889708
532M,51.45542,-2.5917862
567M,51.456308,-2.5813343
2514M,51.464696,-2.5959801
616M,51.458625,-2.5908921
617M,51.457846,-2.5903064
663M,51.451049,-2.5884486
86M,51.452276,-2.5857012
324M,51.453742,-2.5928151
627M,51.448464,-2.5910631
1860M,51.415582,-2.5485348
1861M,51.489735,-2.5544657
426M,51.456742,-2.597143
3100M,51.527286,-2.680332
2505M,51.44363,-2.593864
2506M,51.443684,-2.5938359
2507M,51.468656,-2.5236896
2508M,51.463046,-2.5154204
2509M,51.466844,-2.5145419
2511M,51.465008,-2.5148668
2512M,51.457159,-2.5748828
1862M,51.49154,-2.5530473
2516M,51.457679,-2.6088712
56M,51.462947,-2.6003909
1054M,51.457108,-2.5976084
603M,51.453798,-2.5816191
73M,51.453235,-2.5864043
741M,51.456081,-2.5961845
746M,51.453422,-2.5974883
747M,51.450707,-2.5992085
1452M,51.458033,-2.5994916
1453M,51.45806,-2.5995063
1492M,51.460735,-2.5915959
1863M,51.481914,-2.6204697
1864M,51.428351,-2.6287479
628M,51.455214,-2.5933379
2518M,51.494257,-2.6540559
2769M,51.488083,-2.5906105
2550M,51.415481,-2.5603681
2551M,51.490244,-2.6076919
2552M,51.490037,-2.6077899
2553M,51.501987,-2.6163482
2555M,51.424498,-2.6346638
2556M,51.421802,-2.6343244
2557M,51.437993,-2.6248376
2559M,51.505414,-2.6126052
1055M,51.449007,-2.5902787
274M,51.450374,-2.5902531
366M,51.455386,-2.5914692
36M,51.455102,-2.5905732
370M,51.45557,-2.5922487
899M,51.450899,-2.6055862
1866M,51.441029,-2.5306393
1867M,51.48075,-2.5529167
357M,51.455285,-2.5917845
632M,51.454899,-2.5988029
635M,51.455261,-2.5930507
2561M,51.463599,-2.5363712
1933M,51.466226,-2.5438157
1935M,51.452392,-2.6139817
1936M,51.507171,-2.6355817
1937M,51.505344,-2.6326026
1859M,51.409358,-2.5487191
330M,51.454056,-2.593107
472M,51.455817,-2.5860344
1134M,51.456244,-2.5833773
1140M,51.458748,-2.5986805
1142M,51.456184,-2.5990068
1383M,51.45399,-2.5829311
411M,51.452753,-2.5963282
666M,51.451936,-2.589122
42M,51.452619,-2.592743
48M,51.455848,-2.5871718
490M,51.454599,-2.5923369
857M,51.454128,-2.5839979
859M,51.455567,-2.5876431
1287M,51.449532,-2.5897818
1104M,51.451743,-2.5826867
1647M,51.450557,-2.5860822
1869M,51.487294,-2.6767551
1870M,51.496332,-2.6330684
3102M,51.529022,-2.6755719
3103M,51.528525,-2.6760259
3104M,51.53061,-2.6777146
3106M,51.483718,-2.5373993
3107M,51.487863,-2.6142998
3108M,51.414519,-2.5603132
3109M,51.506744,-2.6281265
3110M,51.51498,-2.5953538
3250M,51.459818,-2.6004793
476M,51.456536,-2.5807903
570M,51.456068,-2.5808707
1332M,51.449586,-2.5897537
1335M,51.455752,-2.591992
1337M,51.455671,-2.5920198
667M,51.453642,-2.5913603
685M,51.456143,-2.5929182
222M,51.453068,-2.5891509
521M,51.451589,-2.6024005
629M,51.455303,-2.5935406
630M,51.455375,-2.5936423
491M,51.458259,-2.592226
3251M,51.459312,-2.6009333
3254M,51.417709,-2.6179028
3257M,51.453453,-2.6107002
5441M,51.460147,-2.6132509
5445M,51.458645,-2.6098916
696M,51.454559,-2.593056
906M,51.455035,-2.6019997
589M,51.452562,-2.5896337
1611M,51.461653,-2.5895638
1504M,51.449584,-2.5970784
1505M,51.449503,-2.5970917
457M,51.456081,-2.5889739
564M,51.454713,-2.5928709
43M,51.452654,-2.5929305
1400M,51.460364,-2.5848548
5446M,51.460929,-2.6099364
1401M,51.450136,-2.6121094
1471M,51.451209,-2.5959339
1473M,51.457268,-2.5781369
854M,51.453433,-2.588177
2161M,51.511112,-2.6737794
2163M,51.535851,-2.6747936
2167M,51.540317,-2.6737494
223M,51.452961,-2.5890344
226M,51.45455,-2.5912569
1551M,51.451814,-2.5971075
431M,51.455544,-2.5974728
372M,51.45457,-2.5926963
413M,51.451311,-2.5971441
2594M,51.471319,-2.6141063
415M,51.452022,-2.5987652
1845M,51.460817,-2.5410885
1846M,51.461876,-2.551249
1848M,51.453844,-2.5381997
1849M,51.454437,-2.550008
1850M,51.452519,-2.5524027
1851M,51.442149,-2.5586227
1852M,51.470784,-2.568633
1854M,51.489158,-2.6653612
1855M,51.428433,-2.627023
1856M,51.484042,-2.5412195
2417M,51.430363,-2.5449575
955M,51.455768,-2.592352
957M,51.454089,-2.5936543
1645M,51.454666,-2.6091621
432M,51.455687,-2.597561
434M,51.456134,-2.5964011
477M,51.456116,-2.5802525
418M,51.454353,-2.5983064
41M,51.452556,-2.5927566
522M,51.446703,-2.6014728
5447M,51.458802,-2.602222
5448M,51.461247,-2.6022542
5449M,51.460706,-2.6025925
5452M,51.458445,-2.5999
5453M,51.459345,-2.5996527
1738M,51.485443,-2.6671505
3082M,51.47783,-2.5349542
3083M,51.458857,-2.5333217
3086M,51.47132,-2.6155892
3087M,51.471041,-2.615787
3088M,51.479282,-2.616474
3089M,51.453658,-2.612689
3090M,51.453366,-2.611836
5236M,51.45536,-2.5858415
5238M,51.454928,-2.5859367
5241M,51.45501,-2.5820662
3238M,51.471723,-2.6394224
1374M,51.452996,-2.5802848
1557M,51.455801,-2.5893013
1390M,51.455731,-2.5907828
482M,51.454141,-2.5832929
396M,51.454831,-2.5943692
58M,51.45139,-2.6009731
46M,51.453519,-2.6048869
1291M,51.452222,-2.5910973
1805M,51.46653,-2.5744535
1806M,51.4662,-2.5739743
1810M,51.452113,-2.5620687
1811M,51.43642,-2.5532442
1667M,51.455421,-2.5932687
1701M,51.461365,-2.5897616
1707M,51.451761,-2.5969341
1709M,51.451285,-2.5789392
2038M,51.408979,-2.5968367
1727M,51.460013,-2.6009713
1732M,51.420457,-2.5943113
2455M,51.464724,-2.5940947
2819M,51.490923,-2.6867041
2823M,51.465531,-2.5727711
3147M,51.50118,-2.6243331
2411M,51.431708,-2.5417658
2412M,51.432204,-2.5453966
2884M,51.451369,-2.6136514
2207M,51.428927,-2.5404958
3148M,51.505776,-2.6324357
3151M,51.501742,-2.63019
2709M,51.452236,-2.5665459
2943M,51.458086,-2.6085168
2171M,51.525243,-2.6729214
3173M,51.470869,-2.6141866
2564M,51.462907,-2.5441649
2001M,51.44311,-2.5954831
2004M,51.501124,-2.705543
2996M,51.453735,-2.6252829
3230M,51.457446,-2.6173599
2782M,51.43675,-2.6047228
2784M,51.432775,-2.6100791
2566M,51.486758,-2.5601904
2568M,51.484727,-2.5427397
2803M,51.436696,-2.5556933
2804M,51.419039,-2.5884399
2653M,51.492238,-2.5516585
2175M,51.519607,-2.6772918
2825M,51.466831,-2.5735792
2677M,51.43981,-2.6023893
2952M,51.460458,-2.6105635
2135M,51.441457,-2.5605134
2301M,51.450285,-2.5756742
2539M,51.45511,-2.6187388
1349M,51.450516,-2.590773
2487M,51.471602,-2.6116625
2613M,51.446415,-2.5781437
2493M,51.534307,-2.6711665
2054M,51.463532,-2.5131659
2055M,51.443189,-2.5957
1825M,51.48458,-2.6297804
3272M,51.461898,-2.5269085
719M,51.461357,-2.5840614
2618M,51.447771,-2.5768369
2765M,51.453414,-2.553277
2084M,51.473453,-2.623796
1718M,51.454126,-2.5844872
1762M,51.479893,-2.6483495
2293M,51.452613,-2.5665218
1720M,51.447173,-2.5921257
1722M,51.447226,-2.5922846
2404M,51.440279,-2.6021797
1724M,51.455217,-2.5891786
2453M,51.434912,-2.5449254
2703M,51.450086,-2.5722611
2991M,51.470133,-2.5930708
1934M,51.463337,-2.6221033
3121M,51.440823,-2.5996258
1796M,51.428797,-2.529505
1554M,51.461392,-2.586149
2976M,51.493246,-2.619889
1019M,51.453397,-2.5934583
3187M,51.485383,-2.6275736
1712M,51.45154,-2.5836914
3025M,51.462367,-2.622047
2064M,51.438178,-2.6238475
1665M,51.456736,-2.5821602
1751M,51.507171,-2.6356537
1813M,51.454523,-2.5468428
1815M,51.452779,-2.5469227
3154M,51.434259,-2.6168314
2628M,51.485804,-2.6038883
2366M,51.476483,-2.6118286
2056M,51.477875,-2.5803846
2912M,51.460194,-2.5417577
2645M,51.42977,-2.5675481
2647M,51.435497,-2.5948374
2650M,51.437792,-2.5672447
2435M,51.431383,-2.5343394
1725M,51.455389,-2.5890369
3052M,51.489764,-2.623745
3054M,51.489692,-2.623744
3057M,51.496399,-2.6153797
2725M,51.440062,-2.6041191
2732M,51.441566,-2.5949739
2734M,51.442322,-2.5966239
2077M,51.47974,-2.5666996
1816M,51.452797,-2.5469229
1821M,51.429957,-2.5294609
3018M,51.464212,-2.6216978
3170M,51.43467,-2.5486484
3172M,51.46706,-2.5891009
2185M,51.472241,-2.6063295
2437M,51.435734,-2.5460429
2441M,51.434257,-2.548514
2973M,51.465461,-2.5815227
2992M,51.456442,-2.6082646
2668M,51.44093,-2.5997711
2107M,51.462468,-2.5685295
2671M,51.414691,-2.6139508
2674M,51.462852,-2.5442794
1802M,51.483267,-2.5491885
2042M,51.521031,-2.6736088
2048M,51.512681,-2.6208445
2382M,51.473489,-2.5782556
1929M,51.471014,-2.6019653
2849M,51.481758,-2.529312
2852M,51.407103,-2.5783233
2126M,51.456515,-2.5439881
2231M,51.46681,-2.5667409
2470M,51.47259,-2.6117765
2355M,51.45711,-2.6197014
1963M,51.456818,-2.5672647
1968M,51.473636,-2.6061321
2095M,51.520857,-2.6599283
2104M,51.459539,-2.5511057
3240M,51.446014,-2.5416473
1409M,51.452831,-2.5987038
1412M,51.458569,-2.6019742
1024M,51.458795,-2.5929526
2M,51.455546,-2.5899888
3094M,51.499879,-2.6958427
3255M,51.440032,-2.5613017
3014M,51.441349,-2.5491889
3017M,51.465781,-2.6123188
2357M,51.423083,-2.5723983
2421M,51.427991,-2.5521355
2423M,51.44201,-2.5501177
2937M,51.463833,-2.5976531
2897M,51.488885,-2.6165604
2904M,51.431407,-2.5288735
2919M,51.471062,-2.5941771
1766M,51.498518,-2.6072689
301M,51.453891,-2.5883124
3241M,51.459619,-2.5971662
304M,51.44891,-2.586464
1425M,51.449486,-2.6143456
1982M,51.485836,-2.5611873
1915M,51.492709,-2.6073934
1925M,51.467454,-2.5310179
1764M,51.483021,-2.6336184
1767M,51.494537,-2.6171696
2070M,51.45306,-2.6152571
2867M,51.451521,-2.6121711
2877M,51.504122,-2.6504512
1426M,51.45847,-2.6002889
580M,51.460073,-2.6015478
190M,51.452027,-2.5888785
192M,51.455026,-2.5950625
1932M,51.500074,-2.5895554
3235M,51.51369,-2.672607
3237M,51.52583,-2.6771103
3242M,51.459584,-2.5968491
3246M,51.471196,-2.5764702
2938M,51.459699,-2.6163396
2940M,51.456245,-2.6097156
2713M,51.489465,-2.5840606
2833M,51.462064,-2.621539
2192M,51.491591,-2.686282
1414M,51.457426,-2.59862
2200M,51.473562,-2.6436379
1575M,51.452589,-2.6020826
1578M,51.447928,-2.5974165
1580M,51.450076,-2.6236067
839M,51.452772,-2.5927162
1416M,51.45748,-2.5986927
290M,51.45258,-2.5878926
3248M,51.460596,-2.5976684
3249M,51.459069,-2.5955757
3101M,51.526172,-2.6755586
2510M,51.465495,-2.5145843
2513M,51.463591,-2.5958074
3245M,51.470117,-2.5746282
2686M,51.462272,-2.6161008
3262M,51.454539,-2.6196234
3263M,51.458865,-2.5967965
3265M,51.451372,-2.6010017
3266M,51.478702,-2.5330205
707M,51.456984,-2.5919216
801M,51.457059,-2.5983993
1800M,51.493177,-2.5585407
291M,51.452616,-2.5879219
293M,51.452026,-2.5873242
729M,51.457271,-2.5849592
305M,51.453677,-2.5914471
2515M,51.461526,-2.6211719
2517M,51.493146,-2.6185336
2588M,51.482069,-2.5401161
2549M,51.414137,-2.5593307
2554M,51.459762,-2.611317
2426M,51.4439,-2.5495936
2427M,51.433826,-2.5367415
2431M,51.432285,-2.5375146
2432M,51.433922,-2.529593
2584M,51.481802,-2.543281
1781M,51.455476,-2.6260119
1782M,51.453226,-2.6264128
1785M,51.453802,-2.6144324
307M,51.450523,-2.5946874
586M,51.452697,-2.5897074
2660M,51.441142,-2.5986948
588M,51.452598,-2.589663
2558M,51.468245,-2.5349572
2560M,51.463173,-2.5371579
1865M,51.407948,-2.5998138
1868M,51.495427,-2.6601371
1765M,51.47683,-2.6295153
3022M,51.463917,-2.6229893
3024M,51.463127,-2.6210065
2251M,51.493738,-2.6048719
2292M,51.452568,-2.5666508
2375M,51.499598,-2.6089688
2695M,51.463562,-2.574661
2698M,51.450918,-2.5768478
2700M,51.450927,-2.5748908
2704M,51.450306,-2.5713285
1433M,51.456862,-2.5767069
1435M,51.456432,-2.5764424
1033M,51.455774,-2.5999801
83M,51.454347,-2.5924632
3105M,51.482819,-2.5392033
3111M,51.461909,-2.6200975
3112M,51.461689,-2.6209294
3252M,51.459157,-2.6013199
3253M,51.432623,-2.6047834
2252M,51.493651,-2.604381
2254M,51.435402,-2.5778463
2258M,51.529287,-2.6700259
2604M,51.471853,-2.5224593
2611M,51.453739,-2.5375508
3267M,51.478657,-2.5331639
2371M,51.469145,-2.5783735
2238M,51.483331,-2.5393533
2248M,51.431194,-2.581562
2250M,51.417649,-2.6242006
2592M,51.48555,-2.5647122
1462M,51.461585,-2.5852015
1463M,51.449637,-2.5938556
265M,51.448758,-2.5899013
3268M,51.486107,-2.5496258
2661M,51.441058,-2.5992404
2447M,51.434476,-2.5478117
2449M,51.434573,-2.5521861
2925M,51.469674,-2.5657398
3064M,51.480778,-2.6475268
1247M,51.461517,-2.5970326
3269M,51.443493,-2.6305099
3270M,51.443466,-2.6304232
3113M,51.495833,-2.5615406
2529M,51.484792,-2.6485342
2967M,51.454421,-2.6129151
3072M,51.487695,-2.674327
1788M,51.443631,-2.5955906
2201M,51.473168,-2.6432004
2452M,51.432338,-2.5454414
2984M,51.466221,-2.5806398
2988M,51.497605,-2.6956064
2546M,51.442013,-2.631511
268M,51.450511,-2.5899095
1344M,51.458533,-2.596749
3256M,51.453094,-2.6070256
3258M,51.486433,-2.6795364
1739M,51.495005,-2.6727352
2317M,51.486419,-2.542443
2210M,51.445104,-2.6201144
2741M,51.495239,-2.6050214
2743M,51.513214,-2.6881201
2787M,51.434077,-2.6086292
3027M,51.498403,-2.6069505
2547M,51.46543,-2.5859561
1789M,51.439947,-2.5986072
3046M,51.45784,-2.6210498
3195M,51.460359,-2.5371536
3198M,51.455837,-2.6190077
3212M,51.458797,-2.6013439
2019M,51.51501,-2.6242628
3004M,51.439534,-2.5449804
2085M,51.524306,-2.6871631
3030M,51.490036,-2.6689748
3033M,51.45575,-2.5536939
3182M,51.498876,-2.6951215
3186M,51.49835,-2.6974041
1838M,51.482121,-2.5285961
2388M,51.492452,-2.674282
3214M,51.467727,-2.5777941
1994M,51.440976,-2.595959
1666M,51.45179,-2.6018131
3009M,51.443907,-2.5463131
1834M,51.485671,-2.5466826
1837M,51.464498,-2.5123419
2768M,51.464711,-2.5750497
2011M,51.419967,-2.5898324
1753M,51.502714,-2.6367442
2928M,51.467486,-2.5989677
2717M,51.42596,-2.5923835
2289M,51.452035,-2.5540662
2720M,51.469818,-2.5823699
2722M,51.471484,-2.5871422
2724M,51.43983,-2.6039002
865M,51.45388,-2.5992932
779M,51.453445,-2.5982082
1791M,51.436468,-2.5984179
1847M,51.468785,-2.5407221
1853M,51.504816,-2.6134328
1756M,51.502585,-2.6373619
1757M,51.500442,-2.6411786
1874M,51.509728,-2.6736582
1879M,51.420215,-2.59415
1884M,51.465112,-2.6232647
3120M,51.525586,-2.6787932
2794M,51.496414,-2.6621537
2963M,51.474969,-2.6261348
2789M,51.43478,-2.5872324
3127M,51.466805,-2.5546627
2663M,51.441031,-2.5993696
2665M,51.440994,-2.599513
3191M,51.483282,-2.6168592
2667M,51.440957,-2.5996276
2763M,51.427156,-2.544229
1857M,51.527149,-2.6681926
1858M,51.526003,-2.6657253
3084M,51.504076,-2.6054266
1743M,51.494386,-2.6615049
1746M,51.496236,-2.6538537
2574M,51.483737,-2.5469331
2576M,51.441047,-2.5997726
2790M,51.491438,-2.6800285
3192M,51.453397,-2.5355895
2332M,51.509106,-2.6320207
704M,51.457247,-2.5932348
1891M,51.433839,-2.5278946
2751M,51.472247,-2.5819689
2678M,51.439912,-2.6019159
2752M,51.474056,-2.5834318
3085M,51.470665,-2.615422
2268M,51.442294,-2.5658617
2269M,51.442169,-2.5656875
2093M,51.52242,-2.6601383
2016M,51.505268,-2.7132865
2680M,51.480917,-2.5924187
2634M,51.453789,-2.613396
2636M,51.492465,-2.5645816
2336M,51.451318,-2.6215801
2771M,51.487671,-2.5904467
2641M,51.434673,-2.5688029
2263M,51.470092,-2.5535796
2266M,51.468697,-2.553865
342M,51.454926,-2.5934062
1423M,51.456688,-2.5917739
1186M,51.449323,-2.5973052
2324M,51.456695,-2.5438463
1898M,51.434663,-2.5483462
1903M,51.509054,-2.5936771
1905M,51.493277,-2.6035838
2637M,51.493113,-2.5810103
1759M,51.498837,-2.646904
2058M,51.506326,-2.6306134
2060M,51.493986,-2.6159666
3122M,51.474024,-2.5296976
3124M,51.481428,-2.556021
2277M,51.533046,-2.6746656
248M,51.455687,-2.5940061
183M,51.450015,-2.5901478
186M,51.454601,-2.5919771
1408M,51.454134,-2.5988936
2275M,51.456818,-2.6205178
2280M,51.433325,-2.5421014
2502M,51.501032,-2.6892332
3012M,51.445613,-2.5486789
1761M,51.498518,-2.6476342
2929M,51.465561,-2.597359
1939M,51.475364,-2.5548385
1948M,51.461569,-2.5476036
2813M,51.489107,-2.6741751
